go,go.uber.org/zap,v1.17.0,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/go.uber.org/zap/@v/,https://proxy.golang.org/go.uber.org/zap/@v/v1.17.0.zip,public-verifiable,5c8df9933344fa8418b7fa2c2e591c79db1b47f7c770bf92b3797abc32932d1d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.uber.org/zap,v1.17.0,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/go.uber.org/zap/@v/,https://proxy.golang.org/go.uber.org/zap/@v/v1.17.0.zip,public-verifiable,5c8df9933344fa8418b7fa2c2e591c79db1b47f7c770bf92b3797abc32932d1d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.uber.org/zap,v1.17.0,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/go.uber.org/zap/@v/,https://proxy.golang.org/go.uber.org/zap/@v/v1.17.0.zip,public-verifiable,5c8df9933344fa8418b7fa2c2e591c79db1b47f7c770bf92b3797abc32932d1d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.uber.org/zap,v1.17.0,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/go.uber.org/zap/@v/,https://proxy.golang.org/go.uber.org/zap/@v/v1.17.0.zip,public-verifiable,5c8df9933344fa8418b7fa2c2e591c79db1b47f7c770bf92b3797abc32932d1d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.uber.org/zap,v1.17.0,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/go.uber.org/zap/@v/,https://proxy.golang.org/go.uber.org/zap/@v/v1.17.0.zip,public-verifiable,5c8df9933344fa8418b7fa2c2e591c79db1b47f7c770bf92b3797abc32932d1d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.uber.org/zap,v1.17.0,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/go.uber.org/zap/@v/,https://proxy.golang.org/go.uber.org/zap/@v/v1.17.0.zip,public-verifiable,5c8df9933344fa8418b7fa2c2e591c79db1b47f7c770bf92b3797abc32932d1d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.uber.org/zap,v1.17.0,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/go.uber.org/zap/@v/,https://proxy.golang.org/go.uber.org/zap/@v/v1.17.0.zip,public-verifiable,5c8df9933344fa8418b7fa2c2e591c79db1b47f7c770bf92b3797abc32932d1d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.uber.org/zap,v1.17.0,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/go.uber.org/zap/@v/,https://proxy.golang.org/go.uber.org/zap/@v/v1.17.0.zip,public-verifiable,5c8df9933344fa8418b7fa2c2e591c79db1b47f7c770bf92b3797abc32932d1d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=; go.mod hash absent; indirect=true; verification=proxy-verified
go,golang.org/x/arch,v0.8.0,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/arch/@v/,https://proxy.golang.org/golang.org/x/arch/@v/v0.8.0.zip,public-verifiable,59a1c7d2d9ab004ae45afeb5b0443c7b5e22c0b73f2b00dc625140b0a2e8306d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:3wRIsP3pM4yUptoR96otTUOXI367OS0+c9eeRi9doIc=; go.mod hash absent; indirect=true; verification=proxy-verified
go,golang.org/x/crypto,v0.11.1-0.20230711161743-2e82bdd1719d,tivi.io/core,core/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/crypto/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:LiA25/KWKuXfIq5pMIBq1s5hz3HQxhJJSu/SUGlD+SM=; go.mod hash absent; indirect=false; verification=not-tested
go,golang.org/x/crypto,v0.23.0,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/crypto/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:dIJU/v2J8Mdglj/8rJ6UUOM3Zc9zLZxVZwwxMooUSAI=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/crypto,v0.27.0,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/crypto/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:GXm2NjJrPaiv/h1tb2UH8QfgC/hOf/+z0p6PT8o1w7A=; go.mod hash absent; indirect=false; verification=not-tested
go,golang.org/x/crypto,v0.27.0,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/crypto/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:GXm2NjJrPaiv/h1tb2UH8QfgC/hOf/+z0p6PT8o1w7A=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/exp,v0.0.0-20221011201855-a3968a42eed6,tivi.io/core,core/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/exp/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:+hSdOdB7nHAFs+EDQXTvkJj7kUMugNAcE2x+BwxlVt4=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.25.0,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:d/OCCoBEUq33pjydKrGQhw7IlUPI2Oylr+8qLx49kac=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/net,v0.29.0,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/net/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.10.0,tivi.io/core,core/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:SqMFp9UcQJZa+pmYuAKjd9xq1f0j5rLcDIk0mj4qAsA=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.20.0,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:Od9JTbYCk261bKm4M/mw7AklTlFYIa0bIp9BgSm1S8Y=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/sys,v0.25.0,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/sys/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/text,v0.15.0,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/text/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:h1V/4gjBv8v9cjcR6+AR5+/cIYK5N/WAgiv4xlsEtAk=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/text,v0.18.0,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/text/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/text,v0.18.0,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/text/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/text,v0.18.0,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/text/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/text,v0.18.0,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/text/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=; go.mod hash absent; indirect=true; verification=not-tested
go,golang.org/x/text,v0.18.0,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/golang.org/x/text/@v/,not tested in partial proxy run,uncertain-origin,,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=; go.mod hash absent; indirect=true; verification=not-tested
